name,category_id,source_page,source_image,local_image
"Xiaomi Pad 8 Pro 8GB 128GB","10000000-0000-0000-0000-00000000000a","https://cellphones.com.vn/may-tinh-bang-xiaomi-pad-8-pro-8gb-128gb.html","https://cdn2.cellphones.com.vn/insecure/rs:fill:358:358/q:90/plain/https://cellphones.com.vn/media/catalog/product/m/a/may-tinh-bang-xiaomi-pad-8-pro-8gb-128gb.jpg","/product-images/cellphones/cps-077.webp"
"Xiaomi Poco Pad X1 8GB 512GB","10000000-0000-0000-0000-00000000000a","https://cellphones.com.vn/may-tinh-bang-xiaomi-poco-pad-x1.html","https://cdn2.cellphones.com.vn/insecure/rs:fill:358:358/q:90/plain/https://cellphones.com.vn/media/catalog/product/m/a/may-tinh-bang-xiaomi-poco-pad-x1-4.jpg","/product-images/cellphones/cps-078.webp"
"Xiaomi Poco Pad M1 Wifi 8GB 256GB ","10000000-0000-0000-0000-00000000000a","https://cellphones.com.vn/may-tinh-bang-xiaomi-poco-pad-m1.html","https://cdn2.cellphones.com.vn/insecure/rs:fill:358:358/q:90/plain/https://cellphones.com.vn/media/catalog/product/m/a/may-tinh-bang-xiaomi-poco-pad-m1.jpg","/product-images/cellphones/cps-079.webp"
"Lenovo Idea Tab Plus Matte Edition Wifi 12GB 256GB ZAG70980VN - Kèm bút, bàn phím","10000000-0000-0000-0000-00000000000a","https://cellphones.com.vn/may-tinh-bang-lenovo-idea-tab-plus-wifi-12gb-256gb-zag70980vn-kem-but-ban-phim.html","https://cdn2.cellphones.com.vn/insecure/rs:fill:358:358/q:90/plain/https://cellphones.com.vn/media/catalog/product/l/e/lenovo-idea-tab-plus-wifi.jpg","/product-images/cellphones/cps-080.webp"
"Honor Pad X8b Wifi 6GB 128GB","10000000-0000-0000-0000-00000000000a","https://cellphones.com.vn/may-tinh-bang-honor-pad-x8b.html","https://cdn2.cellphones.com.vn/insecure/rs:fill:358:358/q:90/plain/https://cellphones.com.vn/media/catalog/product/m/a/may-tinh-bang-honor-pad-x8b.jpg","/product-images/cellphones/cps-081.webp"
"Lenovo Idea Tab Wifi 8GB 256GB ZAFR0402VN - Kèm bút","10000000-0000-0000-0000-00000000000a","https://cellphones.com.vn/may-tinh-bang-lenovo-idea-tab-wifi-zafr0402vn-kem-but.html","https://cdn2.cellphones.com.vn/insecure/rs:fill:358:358/q:90/plain/https://cellphones.com.vn/media/catalog/product/i/m/image_1562.png","/product-images/cellphones/cps-082.webp"
"Xiaomi Pad 7 Wifi 8GB 256GB","10000000-0000-0000-0000-00000000000a","https://cellphones.com.vn/may-tinh-bang-xiaomi-pad-7-8gb-256gb.html","https://cdn2.cellphones.com.vn/insecure/rs:fill:358:358/q:90/plain/https://cellphones.com.vn/media/catalog/product/x/i/xiaomi-pad-7_4__3.png","/product-images/cellphones/cps-083.webp"
"Masstel Tab 10 Edu 4G 3GB 32GB","10000000-0000-0000-0000-00000000000a","https://cellphones.com.vn/masstel-tab-10-edu-4g.html","https://cdn2.cellphones.com.vn/insecure/rs:fill:358:358/q:90/plain/https://cellphones.com.vn/media/catalog/product/m/a/masstel-tab-10-edu-4g_7_.png","/product-images/cellphones/cps-084.webp"
"Lenovo Idea Tab Pro Gen 2 Matte Edition 8GB 256GB ZAHD0452VN - Kèm bút, bàn phím","10000000-0000-0000-0000-00000000000a","https://cellphones.com.vn/may-tinh-bang-lenovo-idea-tab-pro-gen-2-zahd0452vn-kem-but-ban-phim.html","https://cdn2.cellphones.com.vn/insecure/rs:fill:358:358/q:90/plain/https://cellphones.com.vn/media/catalog/product/m/a/may-tinh-bang-lenovo-legion-tab-pro-gen-2-zahd0452vn-kem-but-ban-phim.jpg","/product-images/cellphones/cps-085.webp"
"Xiaomi Redmi Pad 2 9.7 inch Wifi 4GB 64GB","10000000-0000-0000-0000-00000000000a","https://cellphones.com.vn/may-tinh-bang-xiaomi-redmi-pad-2-9-7-inch.html","https://cdn2.cellphones.com.vn/insecure/rs:fill:358:358/q:90/plain/https://cellphones.com.vn/media/catalog/product/r/e/redmi-pad-2-9-7-inch.jpg","/product-images/cellphones/cps-086.webp"
"iPad A16 Wifi 128GB 2025 | Chính hãng Apple Việt Nam","10000000-0000-0000-0000-00000000000a","https://cellphones.com.vn/ipad-a16-11-inch.html","https://cdn2.cellphones.com.vn/insecure/rs:fill:358:358/q:90/plain/https://cellphones.com.vn/media/catalog/product/i/p/ipad-a16-11-inch_10_.jpg","/product-images/cellphones/cps-087.webp"
"iPad Pro chip M5 11 inch Wifi 256GB | Chính hãng Apple Việt Nam","10000000-0000-0000-0000-00000000000a","https://cellphones.com.vn/ipad-pro-m5-11-inch-256gb.html","https://cdn2.cellphones.com.vn/insecure/rs:fill:358:358/q:90/plain/https://cellphones.com.vn/media/catalog/product/i/p/ipad-pro-m5.jpg","/product-images/cellphones/cps-088.webp"
"Lenovo Legion Tab Gen 5 12GB 256GB","10000000-0000-0000-0000-00000000000a","https://cellphones.com.vn/may-tinh-bang-lenovo-legion-tab-gen-5-12gb-256gb-zah20030vn.html","https://cdn2.cellphones.com.vn/insecure/rs:fill:358:358/q:90/plain/https://cellphones.com.vn/media/catalog/product/l/e/lenovo-legion-tab-gen-5_1.jpg","/product-images/cellphones/cps-089.webp"
"Samsung Galaxy Tab S10 Lite Wifi 6GB 128GB","10000000-0000-0000-0000-00000000000a","https://cellphones.com.vn/may-tinh-bang-samsung-galaxy-tab-s10-lite-wifi.html","https://cdn2.cellphones.com.vn/insecure/rs:fill:358:358/q:90/plain/https://cellphones.com.vn/media/catalog/product/m/a/may-tinh-bang-samsung-galaxy-tab-a11-plus-wifi_2.jpg","/product-images/cellphones/cps-090.webp"
"Lenovo Idea Tab Plus Matte Edition Wifi 8GB 128GB ZAG70981VN - Kèm bút, bàn phím","10000000-0000-0000-0000-00000000000a","https://cellphones.com.vn/may-tinh-bang-lenovo-idea-tab-plus-wifi-8gb-128gb-zag70981vn-kem-but-ban-phim.html","https://cdn2.cellphones.com.vn/insecure/rs:fill:358:358/q:90/plain/https://cellphones.com.vn/media/catalog/product/l/e/lenovo-idea-tab-plus-wifi_1.jpg","/product-images/cellphones/cps-091.webp"
"Huawei MatePad 11.5 S 2026 12GB 256GB - Kèm bàn phím","10000000-0000-0000-0000-00000000000a","https://cellphones.com.vn/may-tinh-bang-huawei-matepad-11-5-s-2026.html","https://cdn2.cellphones.com.vn/insecure/rs:fill:358:358/q:90/plain/https://cellphones.com.vn/media/catalog/product/h/u/huawei-matepad-11-5-s-2026_1.jpg","/product-images/cellphones/cps-092.webp"
"Huawei MatePad SE 11 inch Wifi 8GB 128GB","10000000-0000-0000-0000-00000000000a","https://cellphones.com.vn/may-tinh-bang-huawei-matepad-se-11-8gb-128gb.html","https://cdn2.cellphones.com.vn/insecure/rs:fill:358:358/q:90/plain/https://cellphones.com.vn/media/catalog/product/h/u/huawei-matepad-se-11-inch_1_1.jpg","/product-images/cellphones/cps-093.webp"
"Máy đọc sách Boox Savi 6S","10000000-0000-0000-0000-00000000000a","https://cellphones.com.vn/may-doc-sach-boox-savi-6s.html","https://cdn2.cellphones.com.vn/insecure/rs:fill:358:358/q:90/plain/https://cellphones.com.vn/media/catalog/product/m/a/may-doc-sach-boox-savi-6s-1.jpg","/product-images/cellphones/cps-094.webp"
"Huawei MatePad 11.5 2026 8GB 128GB, Kèm bàn phím","10000000-0000-0000-0000-00000000000a","https://cellphones.com.vn/may-tinh-bang-huawei-matepad-11-5-2026-8gb-128gb-kem-ban-phim.html","https://cdn2.cellphones.com.vn/insecure/rs:fill:358:358/q:90/plain/https://cellphones.com.vn/media/catalog/product/h/u/huawei-matepad-11-5-2026-8gb-128gb-kem-ban-phim.jpg","/product-images/cellphones/cps-095.webp"
"Huawei MatePad Papermatte 11.5 inch 2025 8GB 256GB - Kèm bàn phím ","10000000-0000-0000-0000-00000000000a","https://cellphones.com.vn/may-tinh-bang-huawei-matepad-papermate-11-5-inch.html","https://cdn2.cellphones.com.vn/insecure/rs:fill:358:358/q:90/plain/https://cellphones.com.vn/media/catalog/product/h/u/huawei-matepad-papermate-11-5-inch_1_2.jpg","/product-images/cellphones/cps-096.webp"
"Lenovo Yoga Tab Wifi 12GB 256GB TB710 ZAG60105VN - Kèm bút, bàn phím","10000000-0000-0000-0000-00000000000a","https://cellphones.com.vn/may-tinh-bang-lenovo-yoga-tab-tb710.html","https://cdn2.cellphones.com.vn/insecure/rs:fill:358:358/q:90/plain/https://cellphones.com.vn/media/catalog/product/l/e/lenovo-yoga-tab-tb710-4_1.jpg","/product-images/cellphones/cps-097.webp"
"iPad mini 7 2024 Wifi 128GB | Chính hãng Apple Việt Nam","10000000-0000-0000-0000-00000000000a","https://cellphones.com.vn/ipad-mini-7.html","https://cdn2.cellphones.com.vn/insecure/rs:fill:358:358/q:90/plain/https://cellphones.com.vn/media/catalog/product/t/e/text_ng_n_13_7.png","/product-images/cellphones/cps-098.webp"
"iPad A16 Wifi 256GB 2025 | Chính hãng Apple Việt Nam","10000000-0000-0000-0000-00000000000a","https://cellphones.com.vn/ipad-a16-11-inch-256gb.html","https://cdn2.cellphones.com.vn/insecure/rs:fill:358:358/q:90/plain/https://cellphones.com.vn/media/catalog/product/i/p/ipad-a16-11-inch_10__1.jpg","/product-images/cellphones/cps-099.webp"
"Xiaomi Pad Mini 8GB 256GB","10000000-0000-0000-0000-00000000000a","https://cellphones.com.vn/may-tinh-bang-xiaomi-pad-mini.html","https://cdn2.cellphones.com.vn/insecure/rs:fill:358:358/q:90/plain/https://cellphones.com.vn/media/catalog/product/x/i/xiaomi-pad-mini.jpg","/product-images/cellphones/cps-100.webp"
